source,target,relation,relation_zh,evidence,source_doc,source_url,count,weight,color
raw_cause:光幕脏，,category:door_system_fault,CATEGORIZED_AS,归类为,光幕脏，,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:光幕脏，已清理,category:door_system_fault,CATEGORIZED_AS,归类为,光幕脏，已清理,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:光幕被塑料袋挡着门不关已处理,category:door_system_fault,CATEGORIZED_AS,归类为,光幕被塑料袋挡着门不关已处理,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:光幕被拉装修垃圾的灰尘挡住，长时间不关门造成死机,category:human_obstruction,CATEGORIZED_AS,归类为,光幕被拉装修垃圾的灰尘挡住，长时间不关门造成死机,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:光幕问题,category:door_system_fault,CATEGORIZED_AS,归类为,光幕问题,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:光幕问题 三包期内，已更换,category:door_system_fault,CATEGORIZED_AS,归类为,光幕问题 三包期内，已更换,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:关幕脏,category:unknown,CATEGORIZED_AS,归类为,关幕脏,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:关门保护 按关门键后恢复正常 未用材料,category:door_system_fault,CATEGORIZED_AS,归类为,关门保护 按关门键后恢复正常 未用材料,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:关门延时死机,category:door_system_fault,CATEGORIZED_AS,归类为,关门延时死机,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:关门超时,category:door_system_fault,CATEGORIZED_AS,归类为,关门超时,local:fau_rep.xls,,2,0.002421307506053269,#dc2626
raw_cause:关门超时死机,category:door_system_fault,CATEGORIZED_AS,归类为,关门超时死机,local:fau_rep.xls,,4,0.0036319612590799033,#dc2626
raw_cause:关门超时死机使用不良撞门引起,category:door_system_fault,CATEGORIZED_AS,归类为,关门超时死机使用不良撞门引起,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:关门超时死机和厅门锁短接故障,category:door_system_fault,CATEGORIZED_AS,归类为,关门超时死机和厅门锁短接故障,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:关门超时死机和厅门锁短接故障代码,category:door_system_fault,CATEGORIZED_AS,归类为,关门超时死机和厅门锁短接故障代码,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:关门超时死机过了,category:door_system_fault,CATEGORIZED_AS,归类为,关门超时死机过了,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:其他,category:unknown,CATEGORIZED_AS,归类为,其他,local:xlsx,,491,1,#dc2626
raw_cause:减速开关已更换，电梯恢复,category:safety_chain_open,CATEGORIZED_AS,归类为,减速开关已更换，电梯恢复,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:初步判断门机问题 已领货 预计明天到货 货到更换,category:door_system_fault,CATEGORIZED_AS,归类为,初步判断门机问题 已领货 预计明天到货 货到更换,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:到达时好的正常运行,category:false_duplicate_normal,CATEGORIZED_AS,归类为,到达时好的正常运行,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:到达正常,category:false_duplicate_normal,CATEGORIZED_AS,归类为,到达正常,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:到达正常，可能是运货的挡住门了,category:false_duplicate_normal,CATEGORIZED_AS,归类为,到达正常，可能是运货的挡住门了,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:到达正常，开关门异响调整,category:door_system_fault,CATEGORIZED_AS,归类为,到达正常，开关门异响调整,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:到达正常，清理光幕灰尘,category:door_system_fault,CATEGORIZED_AS,归类为,到达正常，清理光幕灰尘,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:到达现场是好的 因现场有人施工 电梯阻挡占用 已告知酒店,category:human_obstruction,CATEGORIZED_AS,归类为,到达现场是好的 因现场有人施工 电梯阻挡占用 已告知酒店,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:制动器故障,category:brake_traction,CATEGORIZED_AS,归类为,制动器故障,local:xlsx,,3,1,#dc2626
raw_cause:副轿门被撞脱轨卡死调整,category:door_system_fault,CATEGORIZED_AS,归类为,副轿门被撞脱轨卡死调整,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:副门垃圾卡轿门,category:human_obstruction,CATEGORIZED_AS,归类为,副门垃圾卡轿门,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:副门锁开关坏所致已拆借解决，,category:door_system_fault,CATEGORIZED_AS,归类为,副门锁开关坏所致已拆借解决，,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:副门门机故障，已经恢复。,category:door_system_fault,CATEGORIZED_AS,归类为,副门门机故障，已经恢复。,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:卡住死机,category:human_obstruction,CATEGORIZED_AS,归类为,卡住死机,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:卡门保护，已重启恢复正常,category:control_system_fault,CATEGORIZED_AS,归类为,卡门保护，已重启恢复正常,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:卡门死机了，已恢复,category:control_system_fault,CATEGORIZED_AS,归类为,卡门死机了，已恢复,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:厅门不通,category:door_system_fault,CATEGORIZED_AS,归类为,厅门不通,local:fau_rep.xls,,4,0.004842615012106538,#dc2626
raw_cause:厅门压量调整,category:door_system_fault,CATEGORIZED_AS,归类为,厅门压量调整,local:fau_rep.xls,,3,0.0036319612590799033,#dc2626
raw_cause:厅门地坎垃圾卡住了,category:human_obstruction,CATEGORIZED_AS,归类为,厅门地坎垃圾卡住了,local:fau_rep.xls,,2,0.002421307506053269,#dc2626
raw_cause:厅门异物卡住,category:human_obstruction,CATEGORIZED_AS,归类为,厅门异物卡住,local:fau_rep.xls,,2,0.002421307506053269,#dc2626
raw_cause:厅门自闭不良,category:door_system_fault,CATEGORIZED_AS,归类为,厅门自闭不良,local:fau_rep.xls,,3,0.0036319612590799033,#dc2626
raw_cause:厅门自闭不良已恢复运行,category:door_system_fault,CATEGORIZED_AS,归类为,厅门自闭不良已恢复运行,local:fau_rep.xls,,2,0.002421307506053269,#dc2626
raw_cause:厅门触点不通,category:door_system_fault,CATEGORIZED_AS,归类为,厅门触点不通,local:fau_rep.xls,,2,0.002421307506053269,#dc2626
raw_cause:厅门触点线虚接,category:door_system_fault,CATEGORIZED_AS,归类为,厅门触点线虚接,local:fau_rep.xls,,3,0.0036319612590799033,#dc2626
raw_cause:厅门调整,category:door_system_fault,CATEGORIZED_AS,归类为,厅门调整,local:fau_rep.xls,,3,0.0036319612590799033,#dc2626
raw_cause:厅门锁不通,category:door_system_fault,CATEGORIZED_AS,归类为,厅门锁不通,local:fau_rep.xls,,6,0.007263922518159807,#dc2626
raw_cause:厅门锁不通，己好,category:door_system_fault,CATEGORIZED_AS,归类为,厅门锁不通，己好,local:fau_rep.xls,,2,0.002421307506053269,#dc2626
raw_cause:厅门锁失效,category:door_system_fault,CATEGORIZED_AS,归类为,厅门锁失效,local:xlsx,,194,1,#dc2626
raw_cause:变频器失效,category:control_system_fault,CATEGORIZED_AS,归类为,变频器失效,local:xlsx,,101,1,#dc2626
raw_cause:另外一台停地下室门被门口的木板卡住了,category:human_obstruction,CATEGORIZED_AS,归类为,另外一台停地下室门被门口的木板卡住了,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:召唤失败,category:unknown,CATEGORIZED_AS,归类为,召唤失败,local:xlsx,,10,1,#dc2626
raw_cause:地下室厅门滑块潮湿发涨，关不上死机， 新梯备件以更换恢复正常,category:door_system_fault,CATEGORIZED_AS,归类为,地下室厅门滑块潮湿发涨，关不上死机， 新梯备件以更换恢复正常,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:地下室地坎需要更换2台下个星期大修会去换的具体时间还没定,category:human_obstruction,CATEGORIZED_AS,归类为,地下室地坎需要更换2台下个星期大修会去换的具体时间还没定,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:地下室门被打开，已恢复,category:unknown,CATEGORIZED_AS,归类为,地下室门被打开，已恢复,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:地坎卡东西了,category:human_obstruction,CATEGORIZED_AS,归类为,地坎卡东西了,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:地坎垃圾卡住不关门 三包期外电梯,category:human_obstruction,CATEGORIZED_AS,归类为,地坎垃圾卡住不关门 三包期外电梯,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:地坎垃圾卡死，己好,category:human_obstruction,CATEGORIZED_AS,归类为,地坎垃圾卡死，己好,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:地坎垃圾卡牢,category:human_obstruction,CATEGORIZED_AS,归类为,地坎垃圾卡牢,local:fau_rep.xls,,2,0.002421307506053269,#dc2626
raw_cause:地坎异物卡,category:human_obstruction,CATEGORIZED_AS,归类为,地坎异物卡,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:地坎异物卡住门了 清理地坎恢复正常运行,category:human_obstruction,CATEGORIZED_AS,归类为,地坎异物卡住门了 清理地坎恢复正常运行,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:地坎异物垃圾过多,category:human_obstruction,CATEGORIZED_AS,归类为,地坎异物垃圾过多,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:地坎有垃圾卡住了,category:human_obstruction,CATEGORIZED_AS,归类为,地坎有垃圾卡住了,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:地坎有异物导致关门不良,category:human_obstruction,CATEGORIZED_AS,归类为,地坎有异物导致关门不良,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:地坎有石子，门卡住死机了，已清理，电梯已恢复运行,category:human_obstruction,CATEGORIZED_AS,归类为,地坎有石子，门卡住死机了，已清理，电梯已恢复运行,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:地坑垃圾门卡住,category:human_obstruction,CATEGORIZED_AS,归类为,地坑垃圾门卡住,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:地坑开关不好，死机了,category:control_system_fault,CATEGORIZED_AS,归类为,地坑开关不好，死机了,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:地球科学院货梯 门机故障.理学楼，做防水的底坑急停未复位，这台梯还没交维保,category:door_system_fault,CATEGORIZED_AS,归类为,地球科学院货梯 门机故障.理学楼，做防水的底坑急停未复位，这台梯还没交维保,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:坎保护罩变形,category:unknown,CATEGORIZED_AS,归类为,坎保护罩变形,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:垃圾卡主死机,category:human_obstruction,CATEGORIZED_AS,归类为,垃圾卡主死机,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:垃圾卡住,category:human_obstruction,CATEGORIZED_AS,归类为,垃圾卡住,local:fau_rep.xls,,2,0.002421307506053269,#dc2626
raw_cause:垃圾卡住死机,category:human_obstruction,CATEGORIZED_AS,归类为,垃圾卡住死机,local:fau_rep.xls,,2,0.002421307506053269,#dc2626
raw_cause:垃圾卡住门,category:human_obstruction,CATEGORIZED_AS,归类为,垃圾卡住门,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:垃圾卡厅门致厅门不通,category:human_obstruction,CATEGORIZED_AS,归类为,垃圾卡厅门致厅门不通,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:垃圾卡门,category:human_obstruction,CATEGORIZED_AS,归类为,垃圾卡门,local:fau_rep.xls,,2,0.002421307506053269,#dc2626
raw_cause:垃圾卡门故障已搞好,category:human_obstruction,CATEGORIZED_AS,归类为,垃圾卡门故障已搞好,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:垃圾卡门死机,category:human_obstruction,CATEGORIZED_AS,归类为,垃圾卡门死机,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:垃圾遮挡光幕，已修好,category:human_obstruction,CATEGORIZED_AS,归类为,垃圾遮挡光幕，已修好,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:堵门死机,category:human_obstruction,CATEGORIZED_AS,归类为,堵门死机,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:堵门死机故障,category:human_obstruction,CATEGORIZED_AS,归类为,堵门死机故障,local:fau_rep.xls,,3,0.0036319612590799033,#dc2626
raw_cause:堵门超时死机故障。已恢复正常,category:human_obstruction,CATEGORIZED_AS,归类为,堵门超时死机故障。已恢复正常,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:堵门造成死机,category:human_obstruction,CATEGORIZED_AS,归类为,堵门造成死机,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:好了 厅门自闭不良 已处理,category:door_system_fault,CATEGORIZED_AS,归类为,好了 厅门自闭不良 已处理,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:好了2F厅门吊挂高度不良调整后正常,category:door_system_fault,CATEGORIZED_AS,归类为,好了2F厅门吊挂高度不良调整后正常,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:好了。挡门保护了,category:human_obstruction,CATEGORIZED_AS,归类为,好了。挡门保护了,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:好了光幕上有异物，导致不关门。已清理。,category:human_obstruction,CATEGORIZED_AS,归类为,好了光幕上有异物，导致不关门。已清理。,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:好了关门超时死机,category:door_system_fault,CATEGORIZED_AS,归类为,好了关门超时死机,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:好了厅门卡住死机,category:human_obstruction,CATEGORIZED_AS,归类为,好了厅门卡住死机,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:好了厅门调整,category:door_system_fault,CATEGORIZED_AS,归类为,好了厅门调整,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:好了故障不明,category:unknown,CATEGORIZED_AS,归类为,好了故障不明,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:好了，13楼装修异物卡门,category:human_obstruction,CATEGORIZED_AS,归类为,好了，13楼装修异物卡门,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:好了，不关门,category:door_system_fault,CATEGORIZED_AS,归类为,好了，不关门,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:好了，业主放电梯口保护大理石的海绵把门卡住了,category:human_obstruction,CATEGORIZED_AS,归类为,好了，业主放电梯口保护大理石的海绵把门卡住了,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:好了，使用不当堵门死机,category:human_obstruction,CATEGORIZED_AS,归类为,好了，使用不当堵门死机,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:好了，关门超时死机故障,category:door_system_fault,CATEGORIZED_AS,归类为,好了，关门超时死机故障,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:好了，厅门吊高不够卡住了,category:human_obstruction,CATEGORIZED_AS,归类为,好了，厅门吊高不够卡住了,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:好了，厅门回路线断掉了，已处理好现已恢复正常,category:door_system_fault,CATEGORIZED_AS,归类为,好了，厅门回路线断掉了，已处理好现已恢复正常,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:好了，厅门底缝太小门关不了。已调整,category:door_system_fault,CATEGORIZED_AS,归类为,好了，厅门底缝太小门关不了。已调整,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:好了，厅门有装修垃圾,category:human_obstruction,CATEGORIZED_AS,归类为,好了，厅门有装修垃圾,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:好了，厅门被地板挡住了，已经恢复正常运行,category:door_system_fault,CATEGORIZED_AS,归类为,好了，厅门被地板挡住了，已经恢复正常运行,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:好了，厅门调整,category:door_system_fault,CATEGORIZED_AS,归类为,好了，厅门调整,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:好了，有人开门保护了,category:door_system_fault,CATEGORIZED_AS,归类为,好了，有人开门保护了,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:好了，死机,category:control_system_fault,CATEGORIZED_AS,归类为,好了，死机,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:好了，皮带脱落,category:unknown,CATEGORIZED_AS,归类为,好了，皮带脱落,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:好了，轿门皮带脱槽螺丝松了,category:door_system_fault,CATEGORIZED_AS,归类为,好了，轿门皮带脱槽螺丝松了,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:好了，轿门脱轨,category:door_system_fault,CATEGORIZED_AS,归类为,好了，轿门脱轨,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
raw_cause:好了，轿门锁故障,category:door_system_fault,CATEGORIZED_AS,归类为,好了，轿门锁故障,local:fau_rep.xls,,1,0.0012106537530266344,#dc2626
